BRAND,DNLA,SKU_NO,SEQNUM,FEATURE_NAME,FEATURE_DESCRIPTION,FEATURES_RAW,LINE_TYPE
Polsen,N,1178753,2,"Closed-Back, Circumaural Design","The closed-back design employs a tight, over-the-ear seal that provides isolation, which can protect your ears against hearing loss or damage","The closed-back design employs a tight, over-the-ear seal that provides isolation, which can protect your ears against hearing loss or damage",DETAIL
Polsen,N,1178753,3,High-Quality Sound,The high-output 50mm neodymium drivers deliver the subtle details of the track your listening to while playing,The high-output 50mm neodymium drivers deliver the subtle details of the track your listening to while playing,DETAIL
Polsen,N,1178753,4,Comfort,The padded adjustable headband and earpads offer comfort for several hours during lengthy sessions,The padded adjustable headband and earpads offer comfort for several hours during lengthy sessions,DETAIL
Polsen,N,1178753,5,Rugged Design,"The headphones are solidly built to withstand the bumps or drops that are common during rehearsals, concerts, or in-the-studio applications","The headphones are solidly built to withstand the bumps or drops that are common during rehearsals, concerts, or in-the-studio applications",DETAIL
Polsen,N,1185346,1,Studio Condenser Microphone,"The mic is designed with a large 1.25"" diaphragm and has a dual-stage grille that minimizes vocal ""pops"" and delivers a clean and natural sound. It is ideal for recording vocals","The mic is designed with a large 1.25"" diaphragm and has a dual-stage grille that minimizes vocal ""pops"" and delivers a clean and natural sound. It is ideal for recording vocals",DETAIL
Polsen,N,1185346,2,Plug and Play,"The RC-77-U is USB class compliant. No drivers, power supply or audio interface are needed to operate this microphone on either a Mac or Windows computer. Simply launch your software, plug in the microphone to a powered USB port, and you're ready to record","The RC-77-U is USB class compliant. No drivers, power supply or audio interface are needed to operate this microphone on either a Mac or Windows computer. Simply launch your software, plug in the microphone to a powered USB port, and you're ready to record",DETAIL
Polsen,N,1185346,3,Headphone Output,"The 1/8"" headphone output provides low-latency monitoring of recording and playback. The volume knob provides easy adjustment of the sound level without having to access the volume controls on your computer","The 1/8"" headphone output provides low-latency monitoring of recording and playback. The volume knob provides easy adjustment of the sound level without having to access the volume controls on your computer",DETAIL
Polsen,N,1185346,4,Mute Button,"For additional control, the mute button quickly mutes the microphone and silences the headphone output","For additional control, the mute button quickly mutes the microphone and silences the headphone output",DETAIL
Polsen,N,1185346,5,"Power, Peak, and Mute LED Indicator","The LED indicator is integrated into the button on the front of the microphone, allowing you to monitor the microphone's status at all times","The LED indicator is integrated into the button on the front of the microphone, allowing you to monitor the microphone's status at all times",DETAIL
Polsen,N,1185346,6,Stylish Retro Look,The chrome-plated grille and mic stand give the microphone a stylish retro look that is an eye-catching addition to any studio,The chrome-plated grille and mic stand give the microphone a stylish retro look that is an eye-catching addition to any studio,DETAIL
Polsen,N,1201397,1,X-Y Stereo Condenser Capsules,"The SMS-45A's two cardioid capsules are arranged in an X-Y stereo pattern to capture accurate, realistic stereo imaging, making the microphone ideal for field recording, video production, live performances, ENG, and interviews","The SMS-45A's two cardioid capsules are arranged in an X-Y stereo pattern to capture accurate, realistic stereo imaging, making the microphone ideal for field recording, video production, live performances, ENG, and interviews",DETAIL
Polsen,N,1201397,2,Mount to Camera or Boom,"The shoe mount adapter lets you mount the SMS-45A on a DSLR camera or camcorder. Standard 5/8"" and 1/4""-20 threaded socket provides various mounting options","The shoe mount adapter lets you mount the SMS-45A on a DSLR camera or camcorder. Standard 5/8"" and 1/4""-20 threaded socket provides various mounting options",DETAIL
Polsen,N,1201397,3,High-Pass Filter,The high-pass filter attenuates noise below 80 Hz and helps prevent the microphone from recording disruptive low-frequency noise,The high-pass filter attenuates noise below 80 Hz and helps prevent the microphone from recording disruptive low-frequency noise,DETAIL
Polsen,N,1201397,4,Multiple Power Options,Either battery or plug-in power operation,Either battery or plug-in power operation,DETAIL
Polsen,N,1221503,1,Engineered for Versatility,"The many professional features of the ULW-16 make it an ideal wireless system for a variety of production applications, including electronic field production (EFP), DSLR video, event coverage, training videos, and classroom or corporate presentations","The many professional features of the ULW-16 make it an ideal wireless system for a variety of production applications, including electronic field production (EFP), DSLR video, event coverage, training videos, and classroom or corporate presentations",DETAIL
Polsen,N,1221503,2,Best-In-Class Sound Quality,"The ULW-16 easily outperforms its competitors with a greater than 105 dB signal-to-noise ratio, and better than 95 dB of dynamic range for pristine audio transmission and output","The ULW-16 easily outperforms its competitors with a greater than 105 dB signal-to-noise ratio, and better than 95 dB of dynamic range for pristine audio transmission and output",DETAIL
Polsen,N,1221503,3,Frequency-Agile System,The 16-channel ULW-16 wireless system allows operators to quickly and effortlessly switch channels in order to locate a clear channel,The 16-channel ULW-16 wireless system allows operators to quickly and effortlessly switch channels in order to locate a clear channel,DETAIL
Polsen,N,1221503,4,Headphone Monitoring with Level Control,"Transmissions can be monitored at a comfortable level from the receiver's headphone output in real time, without the latency that often occurs when monitoring via a camera's headphone output","Transmissions can be monitored at a comfortable level from the receiver's headphone output in real time, without the latency that often occurs when monitoring via a camera's headphone output",DETAIL
Polsen,N,1221503,5,Omnidirectional Lavalier Microphone,"The omnidirectional polar pattern is ideal for video applications because it offers flexible placement options, and allows for head movement without affecting the sound","The omnidirectional polar pattern is ideal for video applications because it offers flexible placement options, and allows for head movement without affecting the sound",DETAIL
Polsen,N,1221503,6,Line-Level Output,"The receiver features a line-level output for the best possible signal-to-noise ratio. Using the included 1/8"" (3.5mm) male to XLR male cable, the ULW-16 receiver can be connected to a professional video camera, recorder, or other line-level device","The receiver features a line-level output for the best possible signal-to-noise ratio. Using the included 1/8"" (3.5mm) male to XLR male cable, the ULW-16 receiver can be connected to a professional video camera, recorder, or other line-level device",DETAIL
Polsen,N,1221503,7,Line-to-Mic Attenuator Cable,"The included line-to-mic level-attenuator cable is designed to attach the output of the receiver to camcorders, DSLRs or other devices with a mic-level input","The included line-to-mic level-attenuator cable is designed to attach the output of the receiver to camcorders, DSLRs or other devices with a mic-level input",DETAIL
Polsen,N,1221503,8,Variable Level Control,The variable level control on the transmitter assures that sufficient level is being transmitted to the receiver to achieve the best signal-to-noise ratio throughout the signal path,The variable level control on the transmitter assures that sufficient level is being transmitted to the receiver to achieve the best signal-to-noise ratio throughout the signal path,DETAIL
Polsen,N,1221503,9,Portable Receiver,The receiver can be mounted onto a standard shoe mount of a DSLR or video camera,The receiver can be mounted onto a standard shoe mount of a DSLR or video camera,DETAIL
Polsen,N,1221503,10,Compact and Lightweight,"Weighing approximately 3 ounces, the transmitter can be easily concealed on a subject by attaching it with the included belt clip, or placing it in a pocket","Weighing approximately 3 ounces, the transmitter can be easily concealed on a subject by attaching it with the included belt clip, or placing it in a pocket",DETAIL
Polsen,N,1221503,11,Front-Panel Access to Batteries,Both the receiver and transmitter feature front-panel access to the battery compartment so you can change the batteries even when the system is counted and wired up,Both the receiver and transmitter feature front-panel access to the battery compartment so you can change the batteries even when the system is counted and wired up,DETAIL
Polsen,N,1221503,12,LED Indicators,The RF LED on the receiver illuminates indicating there is a signal on the selected channel. LED channel indicators make the channel number easy to see even in dim lighting conditions. The transmitter's TX LED glows red to indicate that the unit is transmitting,The RF LED on the receiver illuminates indicating there is a signal on the selected channel. LED channel indicators make the channel number easy to see even in dim lighting conditions. The transmitter's TX LED glows red to indicate that the unit is transmitting,DETAIL
Polsen,N,1221503,13,"1/4""-20 Threaded Socket","The standard 1/4""-20 threaded socket provides a variety of mounting options","The standard 1/4""-20 threaded socket provides a variety of mounting options",DETAIL
Polsen,N,1221503,14,Included Accessories,"The included tie clip provides a variety of discreet microphone-placement options and can be used to attach the microphone to a collar, necktie, or costume, while the included windscreen reduces wind noise and vocal plosives (pops). The integrated belt clip secures the transmitter to the talent and allows it to be discreetly hidden under a garment or costume, and the standard shoe mount with locking wheel easily and securely attaches to most cameras.","The included tie clip provides a variety of discreet microphone-placement options and can be used to attach the microphone to a collar, necktie, or costume, while the included windscreen reduces wind noise and vocal plosives (pops). The integrated belt clip secures the transmitter to the talent and allows it to be discreetly hidden under a garment or costume, and the standard shoe mount with locking wheel easily and securely attaches to most cameras.",DETAIL
Polsen,N,1221503,15,One-Way Communication Application,The ULW-16 can be used as a one-way voice-communication system for stage directions and talent cueing,The ULW-16 can be used as a one-way voice-communication system for stage directions and talent cueing,DETAIL
Polsen,N,1221503,16,Future Proof,"The ULW-16 system operates in the UHF 500 MHz bandwidth assuring that it is ""future proof"" and meets current and known future FCC regulations.","The ULW-16 system operates in the UHF 500 MHz bandwidth assuring that it is ""future proof"" and meets current and known future FCC regulations.",DETAIL
Polsen,N,1221503,17,Protective Carrying Case,"The ULW-16 wireless system includes a sturdy protective carrying case making transport effortless. Inside, custom foam enclosures secure the components and protect them from impact, and solid external construction will withstand the rigors of road use","The ULW-16 wireless system includes a sturdy protective carrying case making transport effortless. Inside, custom foam enclosures secure the components and protect them from impact, and solid external construction will withstand the rigors of road use",DETAIL
Polsen,N,1221504,1,Engineered for Versatility,"The many professional features of the ULW-16 make it an ideal wireless system for a variety of production applications, including electronic field production (EFP), DSLR video, event coverage, training videos, and classroom or corporate presentations","The many professional features of the ULW-16 make it an ideal wireless system for a variety of production applications, including electronic field production (EFP), DSLR video, event coverage, training videos, and classroom or corporate presentations",DETAIL
Polsen,N,1221504,2,Best-In-Class Sound Quality,"The ULW-16 easily outperforms its competitors with a greater than 105 dB signal-to-noise ratio, and better than 95 dB of dynamic range for pristine audio transmission and output","The ULW-16 easily outperforms its competitors with a greater than 105 dB signal-to-noise ratio, and better than 95 dB of dynamic range for pristine audio transmission and output",DETAIL
Polsen,N,1221504,3,Frequency-Agile System,The 16-channel ULW-16 wireless system allows operators to quickly and effortlessly switch channels in order to locate a clear channel,The 16-channel ULW-16 wireless system allows operators to quickly and effortlessly switch channels in order to locate a clear channel,DETAIL
Polsen,N,1221504,4,Headphone Monitoring with Level Control,"Transmissions can be monitored at a comfortable level from the receiver's headphone output in real time, without the latency that often occurs when monitoring via a camera's headphone output","Transmissions can be monitored at a comfortable level from the receiver's headphone output in real time, without the latency that often occurs when monitoring via a camera's headphone output",DETAIL
Polsen,N,1221504,5,Omnidirectional Lavalier Microphone,"The omnidirectional polar pattern is ideal for video applications because it offers flexible placement options, and allows for head movement without affecting the sound","The omnidirectional polar pattern is ideal for video applications because it offers flexible placement options, and allows for head movement without affecting the sound",DETAIL
Polsen,N,1221504,6,Line-Level Output,"The receiver features a line-level output for the best possible signal-to-noise ratio. Using the included 1/8"" (3.5mm) male to XLR male cable, the ULW-16 receiver can be connected to a professional video camera, recorder, or other line-level device","The receiver features a line-level output for the best possible signal-to-noise ratio. Using the included 1/8"" (3.5mm) male to XLR male cable, the ULW-16 receiver can be connected to a professional video camera, recorder, or other line-level device",DETAIL
Polsen,N,1221504,7,Line-to-Mic Attenuator Cable,"The included line-to-mic level-attenuator cable is designed to attach the output of the receiver to camcorders, DSLRs or other devices with a mic-level input","The included line-to-mic level-attenuator cable is designed to attach the output of the receiver to camcorders, DSLRs or other devices with a mic-level input",DETAIL
Polsen,N,1221504,8,Variable Level Control,The variable level control on the transmitter assures that sufficient level is being transmitted to the receiver to achieve the best signal-to-noise ratio throughout the signal path,The variable level control on the transmitter assures that sufficient level is being transmitted to the receiver to achieve the best signal-to-noise ratio throughout the signal path,DETAIL
Polsen,N,1221504,9,Portable Receiver,The receiver can be mounted onto a standard shoe mount of a DSLR or video camera,The receiver can be mounted onto a standard shoe mount of a DSLR or video camera,DETAIL
Polsen,N,1221504,10,Compact and Lightweight,"Weighing approximately 3 ounces, the transmitter can be easily concealed on a subject by attaching it with the included belt clip, or placing it in a pocket","Weighing approximately 3 ounces, the transmitter can be easily concealed on a subject by attaching it with the included belt clip, or placing it in a pocket",DETAIL
Polsen,N,1221504,11,Front-Panel Access to Batteries,Both the receiver and transmitter feature front-panel access to the battery compartment so you can change the batteries even when the system is counted and wired up,Both the receiver and transmitter feature front-panel access to the battery compartment so you can change the batteries even when the system is counted and wired up,DETAIL
Polsen,N,1221504,12,LED Indicators,The RF LED on the receiver illuminates indicating there is a signal on the selected channel. LED channel indicators make the channel number easy to see even in dim lighting conditions. The transmitter's TX LED glows red to indicate that the unit is transmitting,The RF LED on the receiver illuminates indicating there is a signal on the selected channel. LED channel indicators make the channel number easy to see even in dim lighting conditions. The transmitter's TX LED glows red to indicate that the unit is transmitting,DETAIL
Polsen,N,1221504,13,"1/4""-20 Threaded Socket","The standard 1/4""-20 threaded socket provides a variety of mounting options","The standard 1/4""-20 threaded socket provides a variety of mounting options",DETAIL
Polsen,N,1221504,14,Included Accessories,"The included tie clip provides a variety of discreet microphone-placement options and can be used to attach the microphone to a collar, necktie, or costume, while the included windscreen reduces wind noise and vocal plosives (pops). The integrated belt clip secures the transmitter to the talent and allows it to be discreetly hidden under a garment or costume, and the standard shoe mount with locking wheel easily and securely attaches to most cameras.","The included tie clip provides a variety of discreet microphone-placement options and can be used to attach the microphone to a collar, necktie, or costume, while the included windscreen reduces wind noise and vocal plosives (pops). The integrated belt clip secures the transmitter to the talent and allows it to be discreetly hidden under a garment or costume, and the standard shoe mount with locking wheel easily and securely attaches to most cameras.",DETAIL
Polsen,N,1221504,15,One-Way Communication Application,The ULW-16 can be used as a one-way voice-communication system for stage directions and talent cueing,The ULW-16 can be used as a one-way voice-communication system for stage directions and talent cueing,DETAIL
Polsen,N,1221504,16,Future Proof,"The ULW-16 system operates in the UHF 500 MHz bandwidth assuring that it is ""future proof"" and meets current and known future FCC regulations.","The ULW-16 system operates in the UHF 500 MHz bandwidth assuring that it is ""future proof"" and meets current and known future FCC regulations.",DETAIL
Polsen,N,1221504,17,Protective Carrying Case,"The ULW-16 wireless system includes a sturdy protective carrying case making transport effortless. Inside, custom foam enclosures secure the components and protect them from impact, and solid external construction will withstand the rigors of road use","The ULW-16 wireless system includes a sturdy protective carrying case making transport effortless. Inside, custom foam enclosures secure the components and protect them from impact, and solid external construction will withstand the rigors of road use",DETAIL
Polsen,N,1261726,1,Engineered for Versatility,"The many professional features of the ULW-16-BT make it an ideal wireless transmitter for a variety of production applications, including electronic field production (EFP), DSLR video, event coverage, training videos, and classroom or corporate presentations","The many professional features of the ULW-16-BT make it an ideal wireless transmitter for a variety of production applications, including electronic field production (EFP), DSLR video, event coverage, training videos, and classroom or corporate presentations",DETAIL
Polsen,N,1261726,2,Best-In-Class Sound Quality,"With a greater than 105 dB signal-to-noise ratio, and better than 95 dB of dynamic range, the ULW-16-BT has pristine audio transmission","With a greater than 105 dB signal-to-noise ratio, and better than 95 dB of dynamic range, the ULW-16-BT has pristine audio transmission",DETAIL
Polsen,N,1261726,3,Frequency-Agile System,The 16-channel ULW-16-BT wireless system allows operators to quickly and effortlessly switch channels in order to locate a clear channel,The 16-channel ULW-16-BT wireless system allows operators to quickly and effortlessly switch channels in order to locate a clear channel,DETAIL
Polsen,N,1261726,4,Variable Level Control,The volume control on the transmitter assures that sufficient level is being transmitted to the receiver to achieve the best signal-to-noise ratio throughout the signal path,The volume control on the transmitter assures that sufficient level is being transmitted to the receiver to achieve the best signal-to-noise ratio throughout the signal path,DETAIL
Polsen,N,1261726,5,Compact and Lightweight,"Weighing approximately 3 ounces, the transmitter can be easily concealed on a subject by attaching it with the included belt clip, or placing it in a pocket. It features an integrated flexible, custom-tuned antenna","Weighing approximately 3 ounces, the transmitter can be easily concealed on a subject by attaching it with the included belt clip, or placing it in a pocket. It features an integrated flexible, custom-tuned antenna",DETAIL
Polsen,N,1261726,6,Front-Panel Access to Batteries,The transmitter features front-panel access to the battery compartment so you can change the batteries even when the system is mounted and wired up,The transmitter features front-panel access to the battery compartment so you can change the batteries even when the system is mounted and wired up,DETAIL
Polsen,N,1261726,7,LED Indicators,The RF LED on the receiver illuminates indicating there is a signal on the selected channel. LED channel indicators make the channel number easy to see even in dim lighting conditions. The transmitter's TX LED glows red to indicate that the unit is transmitting,The RF LED on the receiver illuminates indicating there is a signal on the selected channel. LED channel indicators make the channel number easy to see even in dim lighting conditions. The transmitter's TX LED glows red to indicate that the unit is transmitting,DETAIL
Polsen,N,1261726,8,Integrated Belt Clip,The integrated belt clip secures the transmitter to the talent and allows it to be discreetly hidden under a garment or costume,The integrated belt clip secures the transmitter to the talent and allows it to be discreetly hidden under a garment or costume,DETAIL
Polsen,N,1261726,9,One-Way Communication Application,The ULW-16-BT can be used as a one-way voice communication system for stage directions and talent cueing,The ULW-16-BT can be used as a one-way voice communication system for stage directions and talent cueing,DETAIL
Polsen,N,1261726,10,Future Proof,"The ULW-16-BT system operates in the UHF 500 MHz bandwidth assuring that it is ""future proof"" and meets current and known future FCC regulations","The ULW-16-BT system operates in the UHF 500 MHz bandwidth assuring that it is ""future proof"" and meets current and known future FCC regulations",DETAIL
Polsen,N,1261727,1,Engineered for Versatility,"The many professional features of the ULW-16-BR make it an ideal wireless system for a variety of production applications, including electronic field production (EFP), DSLR video, event coverage, training videos, and classroom or corporate presentations","The many professional features of the ULW-16-BR make it an ideal wireless system for a variety of production applications, including electronic field production (EFP), DSLR video, event coverage, training videos, and classroom or corporate presentations",DETAIL
Polsen,N,1261727,2,Best-In-Class Sound Quality,"Greater than 105 dB signal-to-noise ratio, and better than 95 dB of dynamic range for pristine audio transmission and output","Greater than 105 dB signal-to-noise ratio, and better than 95 dB of dynamic range for pristine audio transmission and output",DETAIL
Polsen,N,1261727,3,Frequency-Agile System,The 16-channel ULW-16-BR wireless system allows operators to quickly and effortlessly switch channels in order to locate a clear channel,The 16-channel ULW-16-BR wireless system allows operators to quickly and effortlessly switch channels in order to locate a clear channel,DETAIL
Polsen,N,1261727,4,Headphone Monitoring with Level Control,"Transmissions can be monitored at a comfortable level from the receiver's headphone output in real time, without the latency that often occurs when monitoring via a camera's headphone output","Transmissions can be monitored at a comfortable level from the receiver's headphone output in real time, without the latency that often occurs when monitoring via a camera's headphone output",DETAIL
Polsen,N,1261727,5,Standard Shoe Mount,The standard shoe mount with locking wheel easily and securely attaches to most cameras,The standard shoe mount with locking wheel easily and securely attaches to most cameras,DETAIL
Polsen,N,1261727,6,Line-Level Output,"The receiver features a line-level output for the best possible signal-to-noise ratio. Using a 1/8"" (3.5mm) male to XLR male cable, the ULW-16 receiver can be connected to a professional video camera, recorder, or other line-level device","The receiver features a line-level output for the best possible signal-to-noise ratio. Using a 1/8"" (3.5mm) male to XLR male cable, the ULW-16 receiver can be connected to a professional video camera, recorder, or other line-level device",DETAIL
Polsen,N,1261727,7,Line-to-Mic Attenuator Cable,"Using a line-to-mic level-attenuator cable, you can attach the output of the receiver to camcorders, DSLRs or other devices with a mic-level input","Using a line-to-mic level-attenuator cable, you can attach the output of the receiver to camcorders, DSLRs or other devices with a mic-level input",DETAIL
Polsen,N,1261727,8,Portable Receiver,The receiver can be mounted onto a standard shoe mount of a DSLR or video camera,The receiver can be mounted onto a standard shoe mount of a DSLR or video camera,DETAIL
Polsen,N,1261727,9,Front-Panel Access to Batteries,Both the receiver and transmitter feature front-panel access to the battery compartment so you can change the batteries even when the system is mounted and wired up,Both the receiver and transmitter feature front-panel access to the battery compartment so you can change the batteries even when the system is mounted and wired up,DETAIL
Polsen,N,1261727,10,LED Indicators,The RF LED on the receiver illuminates indicating there is a signal on the selected channel. LED channel indicators make the channel number easy to see even in dim lighting conditions,The RF LED on the receiver illuminates indicating there is a signal on the selected channel. LED channel indicators make the channel number easy to see even in dim lighting conditions,DETAIL
Polsen,N,1261727,11,"1/4""-20 Threaded Socket","The standard 1/4""-20 threaded socket provides a variety of mounting options","The standard 1/4""-20 threaded socket provides a variety of mounting options",DETAIL
Polsen,N,1261727,12,One-Way Communication Application,The ULW-16-BR can be used as a one-way voice-communication system for stage directions and talent cueing,The ULW-16-BR can be used as a one-way voice-communication system for stage directions and talent cueing,DETAIL
Polsen,N,1261727,13,Future Proof,"The ULW-16-BR system operates in the UHF 500 MHz bandwidth assuring that it is ""future proof"" and meets current and known future FCC regulations","The ULW-16-BR system operates in the UHF 500 MHz bandwidth assuring that it is ""future proof"" and meets current and known future FCC regulations",DETAIL
Vello,N,697330,1,,"Works with the Canon XS, XSi, and T1i digital SLR cameras","Works with the Canon XS, XSi, and T1i digital SLR cameras",DETAIL
Vello,N,697330,2,,Accepts up to 2 LP-E5 batteries to effectively double the camera's battery life,Accepts up to 2 LP-E5 batteries to effectively double the camera's battery life,DETAIL
Vello,N,697330,3,,The included AA battery holder allows you to use 6 AA batteries for added convenience,The included AA battery holder allows you to use 6 AA batteries for added convenience,DETAIL
Vello,N,697330,4,,"An alternate shutter release button, aperture/exposure compensation button, AF point selection/magnify button, AE lock/FE lock/Index/reduce button, and main dial are provided to facilitate shooting in a vertical orientation","An alternate shutter release button, aperture/exposure compensation button, AF point selection/magnify button, AE lock/FE lock/Index/reduce button, and main dial are provided to facilitate shooting in a vertical orientation",DETAIL
Vello,N,697332,1,,"Works with the Canon 20D, 30D, 40D, and 50D digital SLR cameras","Works with the Canon 20D, 30D, 40D, and 50D digital SLR cameras",DETAIL
Vello,N,697332,2,,Accepts up to 2 BP-511A batteries to effectively double the camera's battery life,Accepts up to 2 BP-511A batteries to effectively double the camera's battery life,DETAIL
Vello,N,697332,3,,The included AA battery holder allows you to use 6 AA batteries for added convenience,The included AA battery holder allows you to use 6 AA batteries for added convenience,DETAIL
Vello,N,697332,4,,"An alternate shutter release button, AF point selection, AE lock/FE lock button, and main dial are provided to facilitate shooting in a vertical orientation","An alternate shutter release button, AF point selection, AE lock/FE lock button, and main dial are provided to facilitate shooting in a vertical orientation",DETAIL
Vello,N,697333,1,,Works with the Canon 7D digital SLR camera,Works with the Canon 7D digital SLR camera,DETAIL
Vello,N,697333,2,,Accepts up to 2 LP-E6 batteries to effectively double the camera's battery life,Accepts up to 2 LP-E6 batteries to effectively double the camera's battery life,DETAIL
Vello,N,697333,3,,The included AA battery holder allows you to use 6 AA batteries for added convenience,The included AA battery holder allows you to use 6 AA batteries for added convenience,DETAIL
Vello,N,697333,4,,"An alternate shutter release button, AF start button, AF point selection, AE lock/FE lock button, multi function button, and main dial are provided to facilitate shooting in a vertical orientation","An alternate shutter release button, AF start button, AF point selection, AE lock/FE lock button, multi function button, and main dial are provided to facilitate shooting in a vertical orientation",DETAIL
Vello,N,697334,1,,"Works with the Nikon D300, D300s, and D700 digital SLR cameras","Works with the Nikon D300, D300s, and D700 digital SLR cameras",DETAIL
Vello,N,697334,2,,"Accepts a single EN-EL3e, EN-EL4a (includes battery chamber), or EN-EL4 battery to effectively double the camera's battery life. Higher continuous shooting speeds (up to 8fps) are possible when using this battery grip with an optional EN-EL4A battery and included Chamber Cover.","Accepts a single EN-EL3e, EN-EL4a (includes battery chamber), or EN-EL4 battery to effectively double the camera's battery life. Higher continuous shooting speeds (up to 8fps) are possible when using this battery grip with an optional EN-EL4A battery and included Chamber Cover.",DETAIL
Vello,N,697334,3,,The included AA battery holder allows you to use 8 AA batteries for added convenience,The included AA battery holder allows you to use 8 AA batteries for added convenience,DETAIL
Vello,N,697334,4,,"An alternate shutter release button, main and sub command dials, multi selector, and an AE-On button are provided to facilitate shooting in a vertical orientation","An alternate shutter release button, main and sub command dials, multi selector, and an AE-On button are provided to facilitate shooting in a vertical orientation",DETAIL
Vello,N,697335,1,,Works with the Nikon D80 and D90 digital SLR cameras,Works with the Nikon D80 and D90 digital SLR cameras,DETAIL
Vello,N,697335,2,,Accepts up to 2 EN-EL3e batteries to effectively double the camera's battery life,Accepts up to 2 EN-EL3e batteries to effectively double the camera's battery life,DETAIL
Vello,N,697335,3,,The included AA battery holder allows you to use 6 AA batteries for added convenience,The included AA battery holder allows you to use 6 AA batteries for added convenience,DETAIL
Vello,N,697335,4,,"An alternate shutter release button, main and sub command dials, and an AE-L/AF-L button are provided to facilitate shooting in a vertical orientation","An alternate shutter release button, main and sub command dials, and an AE-L/AF-L button are provided to facilitate shooting in a vertical orientation",DETAIL
Vello,N,697336,1,,"Works with the Nikon D40, D40x, D60, D3000, and D5000 digital SLR cameras","Works with the Nikon D40, D40x, D60, D3000, and D5000 digital SLR cameras",DETAIL
Vello,N,697336,2,,"Accepts 2 EN-EL9 batteries to effectively double the camera's battery life
(Batteries not included)","Accepts 2 EN-EL9 batteries to effectively double the camera's battery life</br>
<i>(Batteries not included)</i>",DETAIL
Vello,N,697336,3,,An alternate shutter release button is provided to facilitate shooting in a vertical orientation,An alternate shutter release button is provided to facilitate shooting in a vertical orientation,DETAIL
Vello,N,741604,1,,Designed for use with the Vello BG-N1 and BG-N8 Battery Grips,Designed for use with the Vello BG-N1 and BG-N8 Battery Grips,DETAIL
Vello,N,741604,2,,"Clips onto battery, replacing the supplied tray that comes with the battery","Clips onto battery, replacing the supplied tray that comes with the battery",DETAIL
Vello,N,741604,3,,Also compatible with the Nikon MB-40 and the MB-D10 multi-power battery packs for the EN-EL4 and EN-EL4a batteries,Also compatible with the Nikon MB-40 and the MB-D10 multi-power battery packs for the EN-EL4 and EN-EL4a batteries,DETAIL
Vello,N,742913,1,,Features durable all-metal construction,Features durable all-metal construction,DETAIL
Vello,N,742923,1,,Features durable all-metal construction,Features durable all-metal construction,DETAIL
Vello,N,742933,1,,Features durable all-metal construction,Features durable all-metal construction,DETAIL
Vello,N,743002,1,,Adjustable cold shoe accepts almost any shoe-mount flash or accessory,Adjustable cold shoe accepts almost any shoe-mount flash or accessory,DETAIL
Vello,N,743002,2,,"Comfortable, soft hand grip can be used as a carrying handle.","Comfortable, soft hand grip can be used as a carrying handle.",DETAIL
Vello,N,743002,3,,Can be used with or without battery grip,Can be used with or without battery grip,DETAIL
Vello,N,743002,4,,"Sturdy, lightweight aluminum construction","Sturdy, lightweight aluminum construction",DETAIL
Vello,N,743002,5,,Locking mount for use with a tripod,Locking mount for use with a tripod,DETAIL
Vello,N,743039,1,,Eliminates red-eye & side shadows,Eliminates red-eye & side shadows,DETAIL
Vello,N,743039,2,,Compact form factor,Compact form factor,DETAIL
Vello,N,743039,3,,Compatible with most cameras & flashes,Compatible with most cameras & flashes,DETAIL
Vello,N,743039,4,,Multiple mounting holes accommodate additional accessories,Multiple mounting holes accommodate additional accessories,DETAIL
Vello,N,743039,5,,Adjustable cold shoe accepts almost any shoe-mount flash or accessory,Adjustable cold shoe accepts almost any shoe-mount flash or accessory,DETAIL
Vello,N,743039,6,,"Bottom 1/4""-20 mount for use with a tripod","Bottom 1/4""-20 mount for use with a tripod",DETAIL
Vello,N,743039,7,,"Comfortable, soft hand-grip","Comfortable, soft hand-grip",DETAIL
Vello,N,743039,8,,Sturdy yet lightweight aluminum construction,Sturdy yet lightweight aluminum construction,DETAIL
Vello,N,743043,1,,Eliminates red-eye & side shadows,Eliminates red-eye & side shadows,DETAIL
Vello,N,743043,2,,Compact form factor,Compact form factor,DETAIL
Vello,N,743043,3,,Compatible with most cameras & flashes,Compatible with most cameras & flashes,DETAIL
Vello,N,743043,4,,Adjustable cold shoe accepts almost any shoe-mount flash or accessory,Adjustable cold shoe accepts almost any shoe-mount flash or accessory,DETAIL
Vello,N,743043,5,,Adjustable height bracket arm,Adjustable height bracket arm,DETAIL
Vello,N,743043,6,,"Bottom 1/4""-20 mount for use with a tripod","Bottom 1/4""-20 mount for use with a tripod",DETAIL
Vello,N,743043,7,,Anti-twist plate keeps camera securely anchored to the Quickshot bracket,Anti-twist plate keeps camera securely anchored to the Quickshot bracket,DETAIL
Vello,N,743043,8,,Sturdy yet lightweight all-metal construction,Sturdy yet lightweight all-metal construction,DETAIL
Vello,N,743055,1,,"Additional shoe & 1/4""-20 screw","Additional shoe & 1/4""-20 screw",DETAIL
Vello,N,743055,2,,"Mount light, microphone, remote, etc.","Mount light, microphone, remote, etc.",DETAIL
Vello,N,743059,1,,"Standard 1/4""-20 mounting thread","Standard 1/4""-20 mounting thread",DETAIL
Vello,N,743059,2,,"Includes 1/4"" screw, low-profile knob","Includes 1/4"" screw, low-profile knob",DETAIL
Vello,N,743059,3,,Accepts a variety of shoe-mounted accessories,Accepts a variety of shoe-mounted accessories,DETAIL
