BRAND,DNLA,SKU_NO,SEQNUM,SPEC_NAME,SPEC_VALUE,SPEC_VALUE_RAW
Impact,N,1241017,5,Recycle Time,"1.5 sec @ max. power, 0.2 sec @ min. power",
Impact,N,1241017,6,Flash Duration,"1/800 sec @ max. power, 1/1200 sec @ min power",
Impact,N,1241017,7,Flash Ready Indicator,Visible or audible confirmation,
Impact,N,1241017,8,User Replaceable Flashtube,Yes,
Impact,N,1241017,9,Modeling Light,"E26/27, 250 W max. with E26/27 SSC (Soft Start Circuitry) Settings: Proportional, Independent, Off",
Impact,N,1241017,10,Triggering,"16-channel built-in 2.4 GHz wireless receiver Included 16-channel 2.4 GHz wireless transmitter (CR2032 3 V battery) Sync cable, test button, slave sensor with red eye feature",
Impact,N,1241017,11,Slave Mode,"Red-eye reduction, synchronous",
Impact,N,1241017,12,Control Method,Touchpad control back panel,
Impact,N,1241017,13,Trigger Voltage,5 VDC,
Impact,N,1241017,14,Wireless Range,328' (100 m),
Impact,N,1241017,15,Color Temperature,5600 K (+/- 100 K),
Impact,N,1241017,16,Sync Input,"1/4"" (6.35 mm) Length: 11' (3.35 m)",
Impact,N,1241017,17,Power Cable,16' (4.87 m),
Impact,N,1241017,18,Fan Cooled,"Yes, with adaptive thermal control",
Impact,N,1241017,19,Auto Dump,Yes,
Impact,N,1241017,20,Changeable Reflector,"Yes, S-type mount",
Impact,N,1241017,21,User Replaceable Flashtube,Yes,
Impact,N,1241017,22,Modeling Light Wattage,250 W,
Impact,N,1241017,23,Voltage Stabilization,Yes,
Impact,N,1241017,24,Flash Ready Indicator,"LED, switchable audible beep",
Impact,N,1241017,25,Built-in Slave Cell,Yes,
Impact,N,1241017,26,Circuit Protection,12.5 A fuse,
Impact,N,1241017,27,Auto Dump,Yes,
Impact,N,1241017,28,Voltage,"100 - 130 VAC, 50/60 Hz",
Impact,N,1241017,29,Dimensions,"Each Head with Protective Cap: 16.5"" x 8.0"" x 5.0"" (42 x 20 x 13 cm)",
Impact,N,1241017,30,Weight,Each Head: 5.2 lbs (2.35 kg),
Impact,N,1258466,1,Maximum Load,8 lb (3.6 kg),
Impact,N,1258466,2,Leg Tip,20 mm,
Impact,N,1258466,3,Attachment Size,"5/8"" Stud with 1/4""-20 in threaded tip",
Impact,N,1258466,4,Accepts Wheels,Yes,
Impact,N,1258466,5,Air Cushioned,Yes,
Impact,N,1258466,6,Maximum Height,"96"" (243.8 cm)",
Impact,N,1258466,7,Minimum Height,"34"" (86.3 cm)",
Impact,N,1258466,8,Folded Height,29.6 (75.2 cm),
Impact,N,1258466,9,Footprint Diameter,"36"" (91.4 cm)",
Impact,N,1258466,10,Weight,2.05 lb (1 kg),
Impact,N,1258800,1,Code,JDD,
Impact,N,1258800,2,Application,Modeling light or showcase display,
Impact,N,1258800,3,Watts,100W,
Impact,N,1258800,4,Volts,120V,
Impact,N,1258800,5,Color Temperature,"2,900K",
Impact,N,1258800,6,Average Life Hours,"2,000",
Impact,N,1258800,7,Approx. Lumens,"1,200",
Impact,N,1258800,8,Base Type,E26 / E27 medium Edison base,
Impact,N,1258800,9,Finish,Frosted,
Impact,N,1258800,10,Weight,2 oz (56.7 g),
Impact,N,1258800,11,Dimensions,"Length: 3.5"" (9 cm)Diameter: 1.2"" (3.1 cm)",
Impact,N,1258801,1,Code,JDD,
Impact,N,1258801,2,Application,Modeling light or showcase display,
Impact,N,1258801,3,Watts,250W,
Impact,N,1258801,4,Volts,120V,
Impact,N,1258801,5,Color Temperature,"2,900K",
Impact,N,1258801,6,Average Life Hours,"2,000",
Impact,N,1258801,7,Approx. Lumens,"3,800",
Impact,N,1258801,8,Base Type,E26 / E27 medium Edison base,
Impact,N,1258801,9,Finish,Frosted,
Impact,N,1258801,10,Weight,2 oz (56.7 g),
Impact,N,1258801,11,Dimensions,"Length: 3.5"" (9 cm)Diameter: 1.2"" (3.1 cm)",
Impact,N,1258806,1,Code,JDD,
Impact,N,1258806,2,Application,Modeling light or showcase display,
Impact,N,1258806,3,Watts,150W,
Impact,N,1258806,4,Volts,120V,
Impact,N,1258806,5,Color Temperature,"2,900K",
Impact,N,1258806,6,Average Life Hours,"2,000",
Impact,N,1258806,7,Approx. Lumens,"1,900",
Impact,N,1258806,8,Base Type,E26 / E27 medium Edison base,
Impact,N,1258806,9,Finish,Frosted,
Impact,N,1258806,10,Weight,2 oz (56.7 g),
Impact,N,1258806,11,Dimensions,"Length: 3.5"" (9 cm)Diameter: 1.2"" (3.1 cm)",
Impact,N,1259032,1,Dimensions,"9.0 x 9.0"" (22.8 x 22.8 cm)",
Impact,N,1259032,2,Weight,0.4 oz (11.3 g),
Impact,N,1259249,1,Compatibility,"Tubular 0.98"" (25 mm) diameter light stand leg endings",
Impact,N,1273390,1,Maximum Load,10 lb (4.5 kg),
Impact,N,1273390,2,Maximum Height,"156"" (396.2 cm)",
Impact,N,1273390,3,Minimum Height,"53"" (134.6 cm)",
Impact,N,1273390,4,Closed Length,"46.5"" (118.1 cm)",
Impact,N,1273390,5,Footprint Diameter,"52"" (132 cm)",
Impact,N,1273390,6,Leg Tip,"0.98"" (25 mm)",
Impact,N,1273390,7,Weight,5.3 lb (2.4 kg),
Impact,N,1273390,8,Attachment Size,"Removable 5/8"" (16 mm) spigot with 1/4""-20 and 3/8""-16 threads",
Impact,N,1273390,9,Accepts Wheels,"Yes, casters",
Impact,N,1273390,10,Air Cushioned,No,
Impact,N,1273391,1,Maximum Load,15 lb (6.8 kg),
Impact,N,1273391,2,Maximum Height,"156"" (396.2 cm)",
Impact,N,1273391,3,Minimum Height,"53"" (134.6 cm)",
Impact,N,1273391,4,Closed Length,"46.5"" (118.1 cm)",
Impact,N,1273391,5,Footprint Diameter,"52"" (132 cm)",
Impact,N,1273391,6,Leg Tip,"0.98"" (25 mm)",
Impact,N,1273391,7,Weight,5.3 lb (2.4 kg),
Impact,N,1273391,8,Attachment Size,"Removable 5/8"" (16 mm) spigot with 1/4""-20 and 3/8""-16 threads",
Impact,N,1273391,9,Accepts Wheels,"Yes, casters",
Impact,N,1273391,10,Air Cushioned,Yes,
Impact,N,1274713,1,Shape,Circular,
Impact,N,1274713,2,Open Diameter,"42"" (106.7 cm)",
Impact,N,1274713,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1274713,4,Surfaces,"Translucent disc with Silver, Gold, White and Black surface sleeves",
Impact,N,1274728,1,Shape,Circular,
Impact,N,1274728,2,Open Diameter,"42"" (106.7 cm)",
Impact,N,1274728,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1274728,4,Surfaces,Gold/White,
Impact,N,1274729,1,Shape,Circular,
Impact,N,1274729,2,Open Diameter,"42"" (106.7 cm)",
Impact,N,1274729,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1274729,4,Surfaces,Soft Gold/White,
Impact,N,1274730,1,Shape,Circular,
Impact,N,1274730,2,Open Diameter,"42"" (106.7 cm)",
Impact,N,1274730,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1274730,4,Surfaces,Silver/White,
Impact,N,1274731,1,Shape,Circular,
Impact,N,1274731,2,Open Diameter,"42"" (106.7 cm)",
Impact,N,1274731,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1274731,4,Surfaces,Translucent,
Impact,N,1274732,1,Shape,Circular,
Impact,N,1274732,2,Open Diameter,"52"" (132 cm)",
Impact,N,1274732,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1274732,4,Surfaces,Gold/Silver,
Impact,N,1274733,1,Shape,Circular,
Impact,N,1274733,2,Open Diameter,"52"" (132 cm)",
Impact,N,1274733,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1274733,4,Surfaces,Gold/White,
Impact,N,1274734,1,Shape,Circular,
Impact,N,1274734,2,Open Diameter,"52"" (132 cm)",
Impact,N,1274734,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1274734,4,Surfaces,Soft Gold/White,
Impact,N,1274735,1,Shape,Circular,
Impact,N,1274735,2,Open Diameter,"52"" (132 cm)",
Impact,N,1274735,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1274735,4,Surfaces,Silver/White,
Impact,N,1274736,1,Shape,Circular,
Impact,N,1274736,2,Open Diameter,"52"" (132 cm)",
Impact,N,1274736,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1274736,4,Surfaces,Translucent,
Impact,N,1274737,1,Shape,Circular,
Impact,N,1274737,2,Open Diameter,"32"" (81.3 cm)",
Impact,N,1274737,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1274737,4,Surfaces,Gold/Silver,
Impact,N,1274744,1,Shape,Circular,
Impact,N,1274744,2,Open Diameter,"32"" (81.3 cm)",
Impact,N,1274744,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1274744,4,Surfaces,Soft Gold/White,
Impact,N,1274760,1,Shape,Circular,
Impact,N,1274760,2,Open Diameter,"32"" (81.3 cm)",
Impact,N,1274760,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1274760,4,Surfaces,Gold/White,
Impact,N,1274761,1,Shape,Circular,
Impact,N,1274761,2,Open Diameter,"32"" (81.3 cm)",
Impact,N,1274761,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1274761,4,Surfaces,Silver/White,
Impact,N,1274762,1,Shape,Circular,
Impact,N,1274762,2,Open Diameter,"32"" (81.3 cm)",
Impact,N,1274762,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1274762,4,Surfaces,Translucent,
Impact,N,1274763,1,Shape,Circular,
Impact,N,1274763,2,Open Diameter,"42"" (106.7 cm)",
Impact,N,1274763,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1274763,4,Surfaces,Gold/Silver,
Impact,N,1274797,1,Maximum Load,22 lb (10 kg),
Impact,N,1274797,2,Maximum Height,"114"" (290 cm)",
Impact,N,1274797,3,Minimum Height,"48"" (123 cm)",
Impact,N,1274797,4,Closed Length,"42"" (106.7 cm)",
Impact,N,1274797,5,Footprint Diameter,"52"" (132 cm)",
Impact,N,1274797,6,Leg Tip,"0.98"" (25 mm)",
Impact,N,1274797,7,Attachment Size,"Removable 5/8"" (16 mm) spigot with 1/4""-20 and 3/8""-16 threaded ends",
Impact,N,1274797,8,Accepts Wheels,"Yes, casters",
Impact,N,1274797,9,Air Cushioned,Yes,
Impact,N,1274797,10,Weight,4.4 lb (2.0 kg),
Impact,N,1274798,1,Maximum Load,8.5 lb (3.8 kg),
Impact,N,1274798,2,Maximum Height,"121.5"" (308.6 cm)",
Impact,N,1274798,3,Minimum Height,"40.5"" (102.9 cm)",
Impact,N,1274798,4,Closed Length,"33.5"" (85 cm)",
Impact,N,1274798,5,Footprint Diameter,"38"" (96.5 cm)",
Impact,N,1274798,6,Leg Tip,"0.8"" (20 mm)",
Impact,N,1274798,7,Attachment Size,"5/8"" (16 mm) stud with 1/4""-20 male threads",
Impact,N,1274798,8,Accepts Wheels,"Yes, casters",
Impact,N,1274798,9,Air Cushioned,Yes,
Impact,N,1274798,10,Weight,2.4 lb (1.1 kg),
Impact,N,1275459,1,Shape,Circular,
Impact,N,1275459,2,Open Diameter,"32"" (81.3 cm)",
Impact,N,1275459,3,Folded Diameter,Approximately 1/3 its open size,
Impact,N,1275459,4,Surfaces,"Translucent disc with Silver, Gold, White and Black surface sleeves",
Impact,N,1292979,1,Material of Construction,Metal,
Impact,N,1292979,2,Load Capacity,42 lb (19 kg),
Impact,N,1292979,3,Finish,Silver,
Impact,N,1292979,4,Dimensions,Chain Length: 13' (4.0 m),
Impact,N,1305521,1,Adjustments,"360&deg; swivel, 180&deg; tilt",
Impact,N,1305521,2,Material of Construction,Anodized black aluminum,
Impact,N,1305521,3,Dimensions,"5/8"" receivers (top, bottom and sides)
3/8""-16 female stud adapter
1/4""-20 male stud adapter",
Polsen,N,909857,1,Type,Circumaural,
Polsen,N,909857,2,Ear Cup,Closed back,
Polsen,N,909857,3,Driver,"2"" (50 mm)",
Polsen,N,909857,4,Impedance,32 &#937,
Polsen,N,909857,5,Sensitivity,-93 dB &#177;3 dB (@ 1 kHz/mW),
Polsen,N,909857,6,Maximum Power,600 mW,
Polsen,N,909857,7,Distortion,< 5% @ 1 kHz,
Polsen,N,909857,8,Frequency Response,18 Hz to 22 kHz,
Polsen,N,909857,9,Cable Length,9.8' (3 m),
Polsen,N,909857,10,Weight,6.5 oz (184 g),
Polsen,N,944398,1,Transducer,Electret condenser,
Polsen,N,944398,2,Polar Pattern,Omnidirectional,
Polsen,N,944398,3,Frequency Response,50 Hz to 18 kHz,
Polsen,N,944398,4,Sensitivity,-65 dB +/- 3 dB (0 dB = 1 V/&#181;bar @ 1 kHz),
Polsen,N,944398,5,Impedance,1 kOhms +/-30% @ 1 kHz,
Polsen,N,944398,6,Operating Voltage,1 to 10 VDC,
Polsen,N,944398,7,Material,Gold stereo plug,
Polsen,N,944398,8,Cable Length,20' (6 m),
Polsen,N,944398,9,Capsule Diameter,"0.3"" (7.5 mm)",
Polsen,N,944398,10,Length,"Microphone: 0.8"" (21 mm)",
Polsen,N,966031,1,System,,
Polsen,N,966031,2,Frequency Range,584.400 to 602.450 MHz,
Polsen,N,966031,3,Number of Channels,16,
Polsen,N,966031,4,Frequency Allocation,"CH. 1 584.400 MHz
CH. 2 587.500 MHz
CH. 3 589.575 MHz
CH. 4 591.050 MHz
CH. 5 593.425 MHz
CH. 6 595.200 MHz
CH. 7 598.450 MHz
CH. 8 599.650 MHz
CH. 9 601.275 MHz
CH. 10 603.775 MHz
CH. 11 605.500 MHz
CH. 12 606.750 MHz
CH. 13 586.025 MHz
CH. 14 590.525 MHz
CH. 15 594.150 MHz
CH. 16 602.450 MHz",
Polsen,N,966031,5,Switching Bandwidth,25 MHz,
Polsen,N,966031,6,Peak Deviation,&plusmn;55 kHz,
Polsen,N,966031,7,Total Harmonic Distortion (THD),<0.8%,
Polsen,N,966031,8,Operation Distance,">100' (30.5 m)
300' (91.4 m) in optimum conditions",
Polsen,N,966031,9,Transmitter,,
Polsen,N,966031,10,Transducer,Dynamic,
Polsen,N,966031,11,Polar Pattern,Cardioid (Unidirectional),
Polsen,N,966031,12,Frequency Response,60 Hz to 18 kHz,
Polsen,N,966031,13,RF Output Power,10 mW,
Polsen,N,966031,14,Spurious Rejection,>55 dBc,
Polsen,N,966031,15,Signal to Noise Ratio,102 dB,
Polsen,N,966031,16,THD,<1%,
Polsen,N,966031,17,Maximum Input Voltage,1000 mW,
Polsen,N,966031,18,Power Supply,2x AA batteries,
Polsen,N,966031,19,Operating Time,Approximately 8 hours,
Polsen,N,966031,20,Dimensions (H x W x L),"2.1 x 2 x 10"" (5.3 x 5.1 x 25.4 cm)",
Polsen,N,966031,21,Weight,"15.2 oz (431 g) with batteries
13.6 oz (385 g) without batteries",
Polsen,N,966031,22,Receiver,,
Polsen,N,966031,23,Sensitivity,-102 dBm,
Polsen,N,966031,24,Dynamic Range,>95 dB,
Polsen,N,966031,25,Signal to Noise Ratio,>105 dB (A),
Polsen,N,966031,26,Image Rejection,56 dB,
Polsen,N,966031,27,Input,"1/8"" (3.5 mm) 1 kOhms",
Polsen,N,966031,28,Power Supply,2x AA Batteries,
Polsen,N,966031,29,Operating Time,Approximately 8 hours,
Polsen,N,966031,30,Dimensions (L x W x H),"4.4 x 2.6 x 1.4"" (11.3 x 6.5 x 3.5 cm)",
Polsen,N,966031,31,Weight,3.5 oz (100 g),
Polsen,N,981225,1,Material,Aluminum,
Polsen,N,981225,2,Sections,5 telescoping sections,
Polsen,N,981225,3,Minimum Length,2.8' (85 cm),
Polsen,N,981225,4,Maximum Length,10.5' (320 cm),
Polsen,N,981225,5,Thread Size,"3/8"" (9.5 mm)
5/8"" (15.8 mm) adapter included",
Polsen,N,981225,6,Weight,1.85 lb (0.84 kg),
Polsen,N,983763,1,Transducer,Back electret condenser,
Polsen,N,983763,2,Polar Pattern,Omnidirectional,
Polsen,N,983763,3,Frequency Range,50 Hz ~ 18 kHz,
Polsen,N,983763,4,Sensitivity,"-54 dB &#177; 3 dB (RL: 2.2K DC: 1.5V) (0 dB=1V/microbar, 1 kHz indicated by open circuit)",
Polsen,N,983763,5,Impedance,1600 ohms &#177; 30% @ 1 kHz,
Polsen,N,983763,6,Connector,3.5 mm TRRS gold-plated plug,
Polsen,N,983763,7,Capsule Diameter,"0.3"" (7.9 mm)",
Polsen,N,983763,8,Cable Length,12' (3.6 m),
Polsen,N,984649,1,Transducer,Dynamic,
Polsen,N,984649,2,Polar Pattern,Omnidirectional,
Polsen,N,984649,3,Frequency Response,50 Hz to 15 kHz,
Polsen,N,984649,4,Sensitivity,"-53 dB/Pa (2.2 mV/Pa) &#177;3 dB, 1 Pa = 94 dB SPL",
Polsen,N,984649,5,Impedance,500 Ohms,
Polsen,N,984649,6,Connector,XLR male,
Polsen,N,984649,7,Material,Cast aluminum alloy,
Polsen,N,984649,8,Dimensions,"1.34 x 7.09 x 0.83"" (34 x 180 x 21 mm)",
Polsen,N,984649,9,Weight,4 oz (113 g),
Polsen,N,984901,1,Transducer Type,Condenser,
Polsen,N,984901,2,Polar Pattern,"Cardioid, supercardioid",
Polsen,N,984901,3,Frequency Response,70 Hz to 18 kHz,
Polsen,N,984901,4,Impedance,"Normal - 1,000 ohms 
Tele - 2,200 ohms",
Polsen,N,984901,5,Sensitivity,"Normal - 56 dB 
Tele - -45 dB",
Polsen,N,984901,6,Connection Plug,1/8&#733; (3.5 mm),
Polsen,N,984901,7,Cable Type,Fixed,
Polsen,N,984901,8,Power Requirement,One 1.5 V AA battery,
Polsen,N,984901,9,Cable Length,1.4' (42.7 cm); {6&#733; (15.2 cm) straight + 5&#733; (12.7 cm) coiled + 6&#733; (15.2 cm) straight},
Polsen,N,984901,10,Dimensions,0.9&#733; &#215; 10.8&#733; (22 &#215; 274 mm),
Polsen,N,984901,11,Weight,4.8 oz (135 g),
Polsen,N,999978,1,Transmitter,,
Polsen,N,999978,2,Operating Frequencies,G3 Band (171.045 and 171.845 MHz),
Polsen,N,999978,3,Modulation,Frequency modulation (FM),
Polsen,N,999978,4,Modulation Sensitivity,6 mV input for full deviation,
Polsen,N,999978,5,Battery,9 V alkaline (not included),
Polsen,N,999978,6,Current Consumption,50 mA,
Polsen,N,999978,7,Battery Life,Approximately 8 hours,
Polsen,N,999978,8,Dimensions,"4.09 &#215; 2.44 &#215; 0.94"" (104 &#215; 62 &#215; 24 mm)",
Polsen,N,999978,9,Weight,2.8 oz (80 g) without battery,
Polsen,N,999978,10,Receiver,,
Polsen,N,999978,11,Operating Frequencies,G3 Band (171.045 and 171.845 MHz),
Polsen,N,999978,12,Reception System,FM super heterodyne,
Polsen,N,999978,13,Reception Sensitivity,2 &#181;V for 30 dB S/N,
Polsen,N,999978,14,Output Connector,"1/8"" (3.5 mm) TRS",
Polsen,N,999978,15,DC Input,9 V DC (center positive),
Polsen,N,999978,16,Battery,9 V alkaline (not included),
Polsen,N,999978,17,Current Consumption,50 mA,
Polsen,N,999978,18,Battery Life,Approximately 8 hours,
Polsen,N,999978,19,Dimensions,"4.09 &#215; 2.44 &#215; 0.94"" (104 &#215; 62 &#215; 24 mm)",
Polsen,N,999978,20,Weight,3.5 oz (100 g) without battery,
Polsen,N,999979,1,Transmitter,,
Polsen,N,999979,2,Operating Frequencies,G1 Band (169.445 and 170.245 MHz),
Polsen,N,999979,3,Modulation,Frequency modulation (FM),
Polsen,N,999979,4,Modulation Sensitivity,6 mV input for full deviation,
Polsen,N,999979,5,Battery,9 V alkaline (not included),
Polsen,N,999979,6,Current Consumption,50 mA,
Polsen,N,999979,7,Battery Life,Approximately 8 hours,
Polsen,N,999979,8,Dimensions,"4.09 &#215; 2.44 &#215; 0.94"" (104 &#215; 62 &#215; 24 mm)",
Polsen,N,999979,9,Weight,2.8 oz (80 g) without battery,
Polsen,N,999979,10,Receiver,,
Polsen,N,999979,11,Operating Frequencies,G1 Band (169.445 and 170.245 MHz),
Polsen,N,999979,12,Reception System,FM super heterodyne,
Polsen,N,999979,13,Reception Sensitivity,2 &#181;V for 30 dB S/N,
Polsen,N,999979,14,Output Connector,"1/8"" (3.5 mm) TRS",
Polsen,N,999979,15,DC Input,9 VDC (center positive),
Polsen,N,999979,16,Battery,9 V alkaline (not included),
Polsen,N,999979,17,Current Consumption,50 mA,
Polsen,N,999979,18,Battery Life,Approximately 8 hours,
Polsen,N,999979,19,Dimensions,"4.09 &#215; 2.44 &#215; 0.94"" (104 &#215; 62 &#215; 24 mm)",
Polsen,N,999979,20,Weight,3.5 oz (100 g) without battery,
Polsen,N,999980,1,Transmitter,,
Polsen,N,999980,2,Operating Frequencies,G1 Band (169.445 and 170.245 MHz),
Polsen,N,999980,3,Modulation,Frequency modulation (FM),
Polsen,N,999980,4,Modulation Sensitivity,6 mV input for full deviation,
Polsen,N,999980,5,Battery,9 V alkaline (not included),
Polsen,N,999980,6,Current Consumption,50 mA,
Polsen,N,999980,7,Battery Life,Approximately 8 hours,
Polsen,N,999980,8,Dimensions,"4.09 &#215; 2.44 &#215; 0.94"" (104 &#215; 62 &#215; 24 mm)",
Polsen,N,999980,9,Weight,2.8 oz (80 g) without battery,
Polsen,N,999980,10,Receiver,,
Polsen,N,999980,11,Operating Frequencies,G1 Band (169.445 and 170.245 MHz),
Polsen,N,999980,12,Reception System,FM super heterodyne,
Polsen,N,999980,13,Reception Sensitivity,2 &#181;V for 30 dB S/N,
Polsen,N,999980,14,Output Connector,"1/8"" (3.5 mm) TRS",
Polsen,N,999980,15,DC Input,9 V DC (center positive),
Polsen,N,999980,16,Battery,9 V alkaline (not included),
Polsen,N,999980,17,Current Consumption,50 mA,
Polsen,N,999980,18,Battery Life,Approximately 8 hours,
Polsen,N,999980,19,Dimensions,"4.09 &#215; 2.44 &#215; 0.94"" (104 &#215; 62 &#215; 24 mm)",
Polsen,N,999980,20,Weight,3.5 oz (100 g) without battery,
Polsen,N,999981,1,Transmitter,,
Polsen,N,999981,2,Operating Frequencies,G3 Band (171.045 and 171.845 MHz),
Polsen,N,999981,3,Modulation,Frequency modulation (FM),
Polsen,N,999981,4,Modulation Sensitivity,6 mV input for full deviation,
Polsen,N,999981,5,Battery,9 V alkaline (not included),
Polsen,N,999981,6,Current Consumption,50 mA,
Polsen,N,999981,7,Battery Life,Approximately 8 hours,
Polsen,N,999981,8,Dimensions,"4.09 &#215; 2.44 &#215; 0.94"" (104 &#215; 62 &#215; 24 mm)",
Polsen,N,999981,9,Weight,2.8 oz (80 g) without battery,
Polsen,N,999981,10,Receiver,,
Polsen,N,999981,11,Operating Frequencies,G3 Band (171.045 and 171.845 MHz),
Polsen,N,999981,12,Reception System,FM super heterodyne,
Polsen,N,999981,13,Reception Sensitivity,2 &#181;V for 30 dB S/N,
Polsen,N,999981,14,Output Connector,"1/8"" (3.5 mm) TRS",
Polsen,N,999981,15,DC Input,9 VDC (center positive),
Polsen,N,999981,16,Battery,9 V alkaline (not included),
Polsen,N,999981,17,Current Consumption,50 mA,
Polsen,N,999981,18,Battery Life,Approximately 8 hours,
Polsen,N,999981,19,Dimensions,"4.09 &#215; 2.44 &#215; 0.94"" (104 &#215; 62 &#215; 24 mm)",
Polsen,N,999981,20,Weight,3.5 oz (100 g) without battery,
Polsen,N,999982,1,Transmitter,,
Polsen,N,999982,2,Operating Frequencies,G2 Band (169.505 and 170.305 MHz),
Polsen,N,999982,3,Modulation,Frequency modulation (FM),
Polsen,N,999982,4,Modulation Sensitivity,6 mV input for full deviation,
Polsen,N,999982,5,Battery,9 V alkaline (not included),
Polsen,N,999982,6,Current Consumption,50 mA,
Polsen,N,999982,7,Battery Life,Approximately 8 hours,
Polsen,N,999982,8,Dimensions,"4.09 &#215; 2.44 &#215; 0.94"" (104 &#215; 62 &#215; 24 mm)",
Polsen,N,999982,9,Weight,2.8 oz (80 g) without battery,
Polsen,N,999982,10,Receiver,,
Polsen,N,999982,11,Operating Frequencies,G2 Band (169.505 and 170.305 MHz),
Polsen,N,999982,12,Reception System,FM super heterodyne,
Polsen,N,999982,13,Reception Sensitivity,2 &#181;V for 30 dB S/N,
Polsen,N,999982,14,Output Connector,"1/8"" (3.5 mm) TRS",
Polsen,N,999982,15,DC Input,9 V DC (center positive),
Polsen,N,999982,16,Battery,9 V alkaline (not included),
Polsen,N,999982,17,Current Consumption,50 mA,
Polsen,N,999982,18,Battery Life,Approximately 8 hours,
Polsen,N,999982,19,Dimensions,"4.09 &#215; 2.44 &#215; 0.94"" (104 &#215; 62 &#215; 24 mm)",
Polsen,N,999982,20,Weight,3.5 oz (100 g) without battery,
Polsen,N,999983,1,Transmitter,,
Polsen,N,999983,2,Operating Frequencies,G2 Band (169.505 and 170.305 MHz),
Polsen,N,999983,3,Modulation,Frequency modulation (FM),
Polsen,N,999983,4,Modulation Sensitivity,6 mV input for full deviation,
Polsen,N,999983,5,Battery,9 V alkaline (not included),
Polsen,N,999983,6,Current Consumption,50 mA,
Polsen,N,999983,7,Battery Life,Approximately 8 hours,
Polsen,N,999983,8,Dimensions,"4.09 &#215; 2.44 &#215; 0.94"" (104 &#215; 62 &#215; 24 mm)",
Polsen,N,999983,9,Weight,2.8 oz (80 g) without battery,
Polsen,N,999983,10,Receiver,,
Polsen,N,999983,11,Operating Frequencies,G2 Band (169.505 and 170.305 MHz),
Polsen,N,999983,12,Reception System,FM super heterodyne,
Polsen,N,999983,13,Reception Sensitivity,2 &#181;V for 30 dB S/N,
Polsen,N,999983,14,Output Connector,"1/8"" (3.5 mm) TRS",
Polsen,N,999983,15,DC Input,9 VDC (center positive),
Polsen,N,999983,16,Battery,9 V alkaline (not included),
Polsen,N,999983,17,Current Consumption,50 mA,
Polsen,N,999983,18,Battery Life,Approximately 8 hours,
Polsen,N,999983,19,Dimensions,"4.09 &#215; 2.44 &#215; 0.94"" (104 &#215; 62 &#215; 24 mm)",
Polsen,N,999983,20,Weight,3.5 oz (100 g) without battery,
Polsen,N,999984,1,Transmitter,,
Polsen,N,999984,2,Operating Frequencies,G4 Band (171.105 and 171.905 MHz),
Polsen,N,999984,3,Modulation,Frequency modulation (FM),
Polsen,N,999984,4,Modulation Sensitivity,6 mV input for full deviation,
Polsen,N,999984,5,Battery,9 V alkaline (not included),
Polsen,N,999984,6,Current Consumption,50 mA,
Polsen,N,999984,7,Battery Life,Approximately 8 hours,
Polsen,N,999984,8,Dimensions,"4.09 &#215; 2.44 &#215; 0.94"" (104 &#215; 62 &#215; 24 mm)",
Polsen,N,999984,9,Weight,2.8 oz (80 g) without battery,
Polsen,N,999984,10,Receiver,,
Polsen,N,999984,11,Operating Frequencies,G4 Band (171.105 and 171.905 MHz),
Polsen,N,999984,12,Reception System,FM super heterodyne,
Polsen,N,999984,13,Reception Sensitivity,2 &#181;V for 30 dB S/N,
Polsen,N,999984,14,Output Connector,"1/8"" (3.5 mm) TRS",
Polsen,N,999984,15,DC Input,9 VDC (center positive),
Polsen,N,999984,16,Battery,9 V alkaline (not included),
Polsen,N,999984,17,Current Consumption,50 mA,
Polsen,N,999984,18,Battery Life,Approximately 8 hours,
Polsen,N,999984,19,Dimensions,"4.09 &#215; 2.44 &#215; 0.94"" (104 &#215; 62 &#215; 24 mm)",
Polsen,N,999984,20,Weight,3.5 oz (100 g) without battery,
Polsen,N,1005684,1,Transducer,Back electret condenser,
Polsen,N,1005684,2,Polar Pattern,Omnidirectional,
Polsen,N,1005684,3,Frequency Response,30 Hz ~ 18 kHz,
Polsen,N,1005684,4,Sensitivity,-65 dB &#177; 3 dB,
Polsen,N,1005684,5,Impedance,1000 &#8486;,
Polsen,N,1005684,6,Operating Voltage,1.5V ~ 10V DC,
Polsen,N,1005684,7,Head Diameter,"0.31"" (8 mm)",
